Date,Close,Signal,Cash,Shares,Position_Value,Portfolio_Value
2023-06-21,183.9600067138672,Buy,0.0,82.94054057876245,15257.742401720914,15257.742401720914
2023-06-22,187.0,Hold,0.0,82.94054057876245,15509.881088228578,15509.881088228578
2023-06-23,186.67999267578125,Buy,0.0,82.94054057876245,15483.339507768713,15483.339507768713
2023-06-26,185.27000427246094,Hold,0.0,82.94054057876245,15366.39430738754,15366.39430738754
2023-06-27,188.05999755859375,Strong Buy,0.0,82.94054057876245,15597.797858750513,15597.797858750513
2023-06-28,189.25,Hold,0.0,82.94054057876245,15696.497304530794,15696.497304530794
2023-06-29,189.58999633789062,Hold,0.0,82.94054057876245,15724.696784590242,15724.696784590242
2023-06-30,193.97000122070312,Hold,0.0,82.94054057876245,16087.97675730833,16087.97675730833
2023-07-03,192.4600067138672,Hold,0.0,82.94054057876245,15962.736996640395,15962.736996640395
2023-07-05,191.3300018310547,Buy,0.0,82.94054057876245,15869.013780803285,15869.013780803285
2023-07-06,191.80999755859375,Buy,0.0,82.94054057876245,15908.824885920872,15908.824885920872
2023-07-07,190.67999267578125,Buy,0.0,82.94054057876245,15815.101670083763,15815.101670083763
2023-07-10,188.61000061035156,Sell,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-11,188.0800018310547,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-12,189.77000427246094,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-13,190.5399932861328,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-14,190.69000244140625,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-17,193.99000549316406,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-18,193.72999572753906,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-19,195.10000610351562,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-20,193.1300048828125,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-21,191.94000244140625,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-24,192.75,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-25,193.6199951171875,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-26,194.5,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-27,193.22000122070312,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-28,195.8300018310547,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-07-31,196.4499969482422,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-01,195.61000061035156,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-02,192.5800018310547,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-03,191.1699981689453,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-04,181.99000549316406,Sell,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-07,178.85000610351562,Sell,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-08,179.8000030517578,Sell,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-09,178.19000244140625,Sell,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-10,177.97000122070312,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-11,177.7899932861328,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-14,179.4600067138672,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-15,177.4499969482422,Sell,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-16,176.57000732421875,Strong Sell,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-17,174.0,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-18,174.49000549316406,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-21,175.83999633789062,Sell,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-22,177.22999572753906,Sell,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-23,181.1199951171875,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-24,176.3800048828125,Hold,15627.771993774091,0.0,0.0,15627.771993774091
2023-08-25,178.61000061035156,Buy,0.0,87.40912697178221,15612.144221780318,15612.144221780318
2023-08-28,180.19000244140625,Hold,0.0,87.40912697178221,15750.250802446626,15750.250802446626
2023-08-29,184.1199951171875,Hold,0.0,87.40912697178221,16093.768031242163,16093.768031242163
2023-08-30,187.64999389648438,Buy,0.0,87.40912697178221,16402.32214275196,16402.32214275196
2023-08-31,187.8699951171875,Buy,0.0,87.40912697178221,16421.552257386345,16421.552257386345
